sentence,label
不锈钢的材质，外面还有一层保护，拿起时不会烫伤手，密封盖也很好,1
很好的东西，买来就吃了，不错，以后就在这里买了。,1
"吊坠色泽很好 与图片完全一致，手感很好,包装仔细 有需要还会再来",1
这本书没什么用，说来说去看不懂，,0
穿着合适174身高穿L型号的,1
这套书确实买的太失败了，寄到后，有基本都有各种瑕疵和书页的损坏，外壳也很脏。这个让我特别失望。,0
回来不是自己想要的，而且快递态度还不好，三个字，差 差 差,0
感觉不好，很干。抹不开的那种。,0
帮同事买的。同事都很喜欢！,1
鞋子跟图片上看起来有较大的色差，内里有点旧 本人觉得这鞋不值这个价，上次买了双大人的感觉还不错，想着小孩的应该也还好，没想到同样的价钱这差别太大了，,0
这次是我在京东买东西是最差的一次了，东西看起来好旧好像用了好多次一样，还有刮花的痕迹在上面。发票也没有。,0
参考一下，刚好用到。。。。,1
屎，一身都是坏的，别买,0
质量不错，很好?，我?喜欢,1
快递相当不给力…差评！,0
还可以的哦，还是挺喜欢的,1
还没用，感觉价格有点小贵，送的擀面杖太小，不过还是很感谢送的小礼物。,1
实在一般般，不建议，不值！,0
比我想象中的好，快递很快,1
伞的味道好重，材料不是理想中的，性价比一般吧,0
个人感觉挺好的 具体还不是很了解,1
不知道是不是真的从屈臣氏发的，跟实体店不一样！右边的是我在屈臣氏实体店买的，一眼就看出不一样了，宝宝奶粉都在京东上买的，如此信任，希望别买到假货买到假货！水也没有实体店买的多....有点点小失望,0
买来开车穿的，收到很满意，是正品，款式好看,1
蚊贴上边的胶居然粘在衣服上，真心的不怎么样。,0
就是大了些其它还可以,0
必须差评，有图有真相，千万别买！！！…连一颗星都不想给！内胆变色，外壳杯热水涨裂！！！！！,0
大多线头了，好失望，太不负责任的商家,0
这样的鞋子 我 50元 也不会买 太垃圾了 148元抢劫 这辈子买过的鞋子中 最垃圾了,0
不是说有赠品吗怎么没有呢,0
快递很快，为了凑单提前买的，反正以后也会要用！,1
款式新颖大方，做工精细,1
包装差，容易被调包。,0
颜色和图片悬殊太大，布料一般般,0
这又是一次网购的尝试体会！品牌最重要！满意！,1
不好，快递到了不打电话，而且实物太小,0
一分钱，一分货，不怎么样。没有一支不往外漏水的，包括配的笔芯。退货麻烦，全扔了。,0
质量一般，不是太好，垫有点大,0
正在使用中，感觉还不错。。。。。。。。。。。,1
不是说代天线吗？怎么不是了,0
东西真不怎么样，刃不平，合不拢，整个都不光滑。,0
很差，压根不出水，浪费钱。因为过年过来7天无理由退还。失望,0
卖家发货迅速，服务态度也好，包装得非常仔细。客服悉心和舒心服务态度都特别棒。。,1
衣服很好！快递热情，感觉值得,1
很暖和也很够用，也很便宜支持。,1
哎，东西挺好的，可是我娃吃了过敏，我们家奶粉过敏，没想到这个也过敏，奶粉过敏的就不要吃了，一碰到就会有红斑，一个小时又退了，东西还是挺不错的,1
材质很差，不值这个价钱,0
三免一价格实惠 发货外包装挺厚实 买三双鞋其中一双男鞋色差划痕严重不满意外 这双女儿穿着舒适满意,1
棉质很好，面料好，做工好，包装也好。,1
这段时间阴天，不过看远处很清晰,1
不怎么样，戴了一次就打结了,0
小巧精致，外观满分，闹铃声音适中，适合床头。但静音效果略差，夜间声音明显。,1
性感，漂亮，就是内裤偏小。,1
质量很好，非常喜欢这个款式，很合身,1
不好挺好看的，但是穿了半个月就开胶了。很失望。,0
最近银价暴涨，提前给我妈买生日礼物了！,1
帮同事买的，使用中，小巧方便不错,1
经典的先锋作品，极富启发性,1
摔一下就坏了，一星都不想给，垃圾,0
未使用，未知质量，想了解药膳的作用，只是未看,1
可以，巴巴小镇的东东不错。,1
质量太差，价格太不符了，快递很给力,0
衣服偏胖，穿了一次就起球了，超级差,0
买错了，不好吃，扔了,0
真心产品丑而且小。成色不足！,0
用着不错，价格有点贵,1
有点小，其他还行吧，就这样,1
感觉挺舒服的，大小也合适。,1
标题党，纯粹是噱头 东拉西扯，东拼西凑骗钱。浪费读者时间。,0
非常好用，尤其是中间的冰鲜柜。,1
价钱较贵，知识点繁琐。,0
质量蛮好的，包装蛮精美的，试了下效果不错，用过后蛮热,1
不错的墩布，不错的品质，不错的快递。,1
买了好几本他的书来看，还没看完,1
不到2周时间，穿了2次就开胶~ 什么垃圾产品网购就是这种质量~退货中。。。。,0
货是收到了！就是与描述的不一样，我订的是400克的，发货过来是100克的不支持你的店铺，希望你们能给个合理的解释，是什么原因，往你们查一下,0
差，不好用，价格贵不说！京东客服**的欺骗消费者，有质量问题商品发图确认好退货，退回去前京东客服告诉我要我先垫付运费，结果店铺收货了，到现在为止一分钱都没退！垃圾京东客服,0
不是正品，包装什么都不像。只有在日本才能这么便宜买到,0
挂件还不错吧，就是有点贵了啊！！,1
没感觉油耗有大的变化，发动机声音也变化不大。继续用用，看会不会有改变,1
质量非常不好，快递又慢，质量很差很差，面料很差,0
老婆喜欢买送人的不知道送的人喜欢吗,1
买回来就是坏的，客服说让自己修，给报销。心理真是别扭，一次还没用，也没时间去修呢。,0
衣服不错，质量不错，快递给力。。。。,1
尺码合适，内增高，穿着也不累,1
这送货速度也是无语了。。。,0
颜色和图片有点儿差异，材质都看不出是牛皮的柔软。容量和想像的一样，先用着吧。,1
一点都不好，弹力很差，穿了两三天就起球了，真心的不怎么好，失败的一次购物,0
买回来洗了一次就皱的没样了,0
"还可以,质量一般,颜色正",0
东西好，一看这皮质就是真家伙，好东西值得分享,1
营养维生素饮品收到了，快递很热情，生产日期也新鲜，是正品，喝了几瓶了，确实好喝，口感好，我很喜欢喝，家人也很喜欢，还会光顾的，卖家服务态度也很好，有耐心。,1
网上看见非常好看，与实际的质量相差很大，质量和颜色不是理想中的相符。,0
这个必须晒单，最无语的一次购物！看图就知道！有两个黑点，像是被烧到的！飞利浦的正品我想不可能会是这样的。花品牌的价格，买了个山寨货？吸奶器的瓶子打坏了急着用，不然必须退货！,0
不想说什么，客服有点忽悠人的感觉！,0
在京东非常差的购物，外观不好看，不是真皮。皮的质量非常差，大家可以看图，仔细看。,0
收到快递了，很失望，颜色跟图上的根本就不一样，有很大的区别,0
东西在楼下扔着，不是特别留意，根本就收不到货,0
非常好的书，下次继续购买,1
"还行吧,具体老婆用,不知道细节",1
东西不错，到我手要10天，等待很漫长,1
快递就不说什么了，极致的慢，然后衣服料子非常的薄，然后衣服兜也是露的！很失望啊！,0
火机收到了，老公很喜欢，他的好几个同事看到还想买，质量好，就是物流有点慢了，好评,1
差评，太小了，小的不行，还不如实体店买，好伤心啊,0
这质量，简直不想说，原价258，秒杀的98'其实也就值*。。。。。。。。,0
有一点点失望 但是还是不错的,1
质量差到家了，书都破了。,0
六字诀养生法（2）（DVD）,1
不理想的购物，还是店家推荐，什么啊！给差评，骗人的！ 太小了！,0
质量及舒适度都挺好，服务态度也好，非常满意。,1
很不错，挺好的，送货又快，给个赞,1
奶粉冲着有块，我小孩不适应。,0
大小合适，但是质量一般，这个价位不值。,0
颜色和网上一直，还沒有穿过，看到非常满意，下次再来,1
用了，感觉很一般啊，没觉得去污效果多好，就是个海绵,1
外观不错，颜色不错，质量很好，态度不错，快递不错。还没有用等以后用了再来追加评价。,1
收到了，真的很不一样呢，只要对眼睛好物有所值,1
还不错，送人的，用起来还可以吧,1
不好?称0.0g不准,0
量是挺多的，用了三个房间，还没有用完。,1
质量很好，很满意，快递也很快，不错,1
不错穿起开很帅气，也舒服,1
和拍下时一样。满意满意,1
总体非常满意，颜色非常好看，宝宝很喜欢，很满意的一次网购。,1
包装精致，皮质也不错，是真皮的，还送我袜子鞋垫，谢谢了,1
就是洗发水的香味不是很好，当然这是个人喜欢,1
赠送的东西也没有齐，机器也没有多大用处，厚点的都吃不动！,0
穿起来很舒服，就是腰稍微有点低！！！,1
书印刷的特别差，书轻轻一掰就两半了，里面经常有错别字，影响复习，作为专业出版教材，真的很差劲。还有一点，下单两三天了，物流快递都没动静，影响复习进度。,0
黑色质量不好，掉色掉毛很厉害，米色质量好很多！,0
不好，样式和布料都不好,0
珠子挺不错的，圆润光滑，色泽艳丽。,1
热量够大，用起来比较方便。,1
之所以不给满分是觉得还有需要改进的地方，但是就我买过的几款来说这个是最让我省心的，至少结实很多。,1
质量太差，洗一次就起球,0
样子挺好看的，价格也合适，就是腰带有些软。,1
超清晰，朋友说很合适，都一直戴着不愿放下,1
早想买这本书了，收藏，以前搞活动都没货，这次还行。超值,1
挺不错的。就是太贵。。。不会在购买,1
好好好，漂亮，买了3件，其中一件的袖口上的小带条不小心弄丢了，不知商家能否给配一个。谢谢啦。还会一直光顾！适合高个子的mm,1
质量一般，不是很舒适。,1
好吃 多来点优惠 买好多次了,1
次品，还是坏的。开关坏的，我拍的是长的，给发小的，送货还特慢。,0
我只想说不值那个价格，不是真皮的皮衣，如果真如他们所说的是真皮我改姓跟他们店姓迪，请各位买家慎重，买了就别想退货，希望京东能够打打假,0
铁盒装，挺精致的。不错,1
很不错，下次会选择继续购买,1
不满意，在京东买了好几次都实际不符质量不是很好。很失望。。,0
不好，沒彈性不好沒彈性,0
这本书没有同时一起来的其他三本书包装的好，但是幸好也没有压皱，还是满意,1
太薄太小了，别买了，买了也不能穿。买了肯定后悔,0
还是挺可以，不知道能管多久,1
衣服破了个洞……索性不大缝缝就好了，凑合穿吧。,0
大小正好，鞋子也挺好看，非常满意。,1
皮质一般，卡头生涩，比实体店的有一定差距,0
收到，看到有一条边短了两毫米，再三要求退货都是叫焊接，我晕了，这样的店,0
质量一般，儿子穿上还行。,1
很不错，第二次买了。质量棒棒的。,1
个别曲子开头有短暂的重复，这么好的曲子希望更精细一些,1
刚拿到货，不是收到哦，快递小哥真会过日子，连电话费都省，这圆通………货还没打开看暂不评论,0
物流很给力，总体满意。,1
东西收到了，不错挺好的，店家服务也挺好的物流也挺快的，赞一个！！,1
买个个废材，有什么用啊，什么东西都整不了，这一星是给快递的。,0
给老公买的，老公不喜欢说，上衣好扎肉,1
宝贝收到了，鞋子大小不一样，穿着很不舒服,0
没用几次就坏了，温度也不高，失败的购物不推荐,0
书皮比里面纸张短一截,0
"益佳 黑芝麻琼锅糖 无蔗糖 300克*2,货真价实。",1
样子不错但是有点薄材料…不过价格在这摆着呢,1
与订单不符呀！这种工作状态怎么能行。毕竟是个工艺品，就算了，,0
买的双杠的，下面那条杠短好多，整体不平衡，失望的一次购买，又不贵不退了,0
噪音小，降温效果强，散热器质量很好,1
京东是怎么了，包装太烂,0
膜发错了 不匹配这种事我会说？？,0
一般，这个价位也值了。,1
质量一般，孩子穿后才评价，穿了一次脱线了,1
衣服不错，就是买大了一号，明年才能穿,1
不错 穿起来很舒适 而且穿这鞋子搭配简直就是百搭的哦，物流很快 满意！,1
不好，包装都坏了，要不是没急着送礼物给别人我都退货了。,0
原来是神一样的人物。喜欢政治的人可以看。不好评价这书的好坏,1
实物与图片有差距，而且说送的两只小熊也没见到。,0
实在是不怎么样，没有效果图那么好看，真的像别人描述的，看起来像塑料，而且差劲的是留言两次请不要发申通还是发了申通，害我们跑了那么远取快递，可真够“贴心”的卖家。,0
很一般，不怎么香，不经泡，口感一般没回甘。对不起这个价格。,0
衣服不错，质量看起来不错,1
书不厚，但内容很不错，王朔建议女性看，但我觉得都行，皆可。。。,1
应该不错，还没开始用，就是小贵。,1
性价比不高，漏尿，里面穿了尿布，外面照样湿。,0
好像弹性没那么好，给姐的，她还没穿。,1
很沉，看着质量不错，好评,1
又一次来买 商品面料很好 卖家服务很贴心,1
太少了，不值，上当的赶觉。,0
给婆婆买的 根本染不上色,0
有着还可以，智能生活的体验,1
可以的 今天就打算用了,1
刚拿到手！好慢的快递！有点小！让老婆试试先！或者还可以,0
和想象中的一样好！很好的卖家！还会光顾！物流也超给力！总之超好！,1
还没有用，速度是硬伤，扣星星都是因为速度,0
裤子上面很多线头，不像是正品。,0
宝贝没收到，不小心点了确认收货，怎么办,0
挺好，早想买了。搞活动便宜,1
太差了，塑料底托质量太水，前翻太硬，后翻太差,0
手串收到了，珠子做工精细，色泽非常好，款式大气时尚，圆润自然，大小均匀，性价比很高，物流也很给力,1
"物流也给力,包装精致，整体感觉不错, 价格划算，掌柜的挺有耐心的，值得推荐",1
不错，满意，手感也不错.,1
电池很好，用的还不错,1
打开光盘看发现里面是两个外国小朋友在跳拉丁舞的录像，也不是很清楚，与光盘描述以及光盘封面的显示不一样，不是健身舞，本来想跟着学健身舞的，这根本就没法学，没法用。,0
不错的书，推荐的书...,1
货真价实呀！宝贝尺寸做工的确很棒，材质非常不错，基本上都很好，好评,1
快递太不给力，按照说明购买的颜色不适合皮肤，送了一片免费面膜不知是否好用？,0
买的是大号，却给我发的是小号，联系好几次商家，都没人回应，，，与图片也不符，没有孔穿皮带,0
衣服款式新颖，价格不贵,1
这是最差的一次网购了，本来是小小的问题，没有眉笔，腮红是残次品，找客服竟然只有开头，没一点解决方法，换货驳回，退货还是驳回，等着被投诉吧,0
帮朋友买的，他说很实用，希望今年可以考过。,1
凑单商品，还行，感觉略贵,1
垃圾，不好，说是湿粉，回来不是湿的，是干粉，不能买。,0
便宜的书，没事时候看看，,1
喜欢摇滚的人值得拥有,1
"宝贝收到，质量很好，做工精细，没有色差，面料很好, 颜色很好看，很喜欢。",1
第二次买，但觉得没有第一次买的好吃，好像有一点洗衣粉的味道，浪费了我一只老鸭,0
衣服一般，号有点偏大，破了一粒扣子,0
味道不错，买了好多次了！,1
一眼就看中了这款，如果有4厘米厚就好了,1
卖家言而无信，不建议从店里买东西，真心。。。东西也一般般，不值这个价。。。,0
东西跟图片上的是两个东西，而且商家很没有诚信。说话不算数，服务态度还很差。,0
很磨脚，质量很一般。,0
质量不错，效果太好了，就是边处理的不是很光滑，有点剌手,1
1233325698禾禾禾禾禾禾,0
什么破玩意～没有螺丝没有配件～买了个垃圾～客服说还就这样～真是够了,0
给老人买的，很满意，字大，一目了然，第三次购买了，值得推荐！,1
不好 一点都不好 快快快快快快,0
全是线头，还掉毛，严重偏小,0
送来就是坏的质量太差，做工也差看着就你幼儿的劣质玩具，太太太差了,0
真的不敢恭维，刚买回来用了两次充着电就炸了。,0
不能再这买。。没有信誉。我裤子都给发回去了不给我退钱。完事现在客服都不回复我了。。什么破网店。。,0
刚收到打开一看，有一包是完全散落在包装盒里，卖方太没有素质了，已经坏了的还寄来，下次再也不会买了，退款！必须退！,0
自己感觉很满意，物超所值。 快递也很快，但是很用心。下次还会再来的,1
鞋码太偏小，平时穿38码大一点，这双鞋39码还挤脚，孩子要退货，我嫌麻烦，将就穿一次演出完就送人。鞋质量挺好。鞋贵点没关系，但是不要克扣鞋的尺寸。,0
服务态度太差，我是过年自己去取得,0
鞋子看了下，是真皮的，还没穿，看起来挺漂亮得,1
昨天刚收到，质量不咋滴,0
收到的根本不是这个。。。。。。。,0
质量太差，第一次在京东买到这么没有诚意的商品，直接扔了。,0
颜色特别正。特别喜欢。,1
产品不好用，调节的方法不明确不方便，客服没回应，建议还是改买其他品牌的吧,0
播放一卡一顿 三天到货 用了五天 被坑了,0
希望后面的可以接着出版。。。。。。。。。。。。。。。。。。。,1
还没有戴，等冷点在戴，看着很不错,1
没有歌曲声，只发出吱吱的声，要求换货，京东不同意。,0
货没收到就显示完成了，商家售后就是太上皇，根本不理你，这不花钱找罪受,0
送货快，包装不错，书本纸张很好。准备开始看书了。,1
不错，买的挺顺心顶一下。,1
鞋子质量真的特别好，颜色也很正,1
东东还不错！京东自营的还是值得购买的,1
东西好孩子喜欢大小合适,0
没有异味，这是哦最关注额的，孩子们很喜欢玩，自己做了很多东西,1
从高中就开始吃了，最喜欢吃的味道w！,1
还可以吧，就是笔写的有点太粗了,1
还没用，用了再评论拉,1
感觉不是真品，做工一般，扫条形码和产品不符合,0
买得有点大了。买得有点大了,1
鞋子挺合适的，就是会，，，,0
蓝色好朋友毛毯挺好的，质感很柔软，颜色也好看，挺可爱的。快递师傅送来的也及时，挺满意的。,1
这个表就是表带那个扣扣太差了！,0
看不太清楚，希望有更清楚的,0
"用料还可以,质量不完美,装好后脚都不齐,一只腿有点上翘",1
发了三个都是一样的灯泡！驾驶前面两个安不起！只有后面那个安上了！亮度也就一般嘛跟原车的差不多！郁闷！郁闷！,0
太小了，坑人？........,0
不满意，毛领太假了还要掉毛，衣服一点儿都不修身,0
还行。实物颜色比图片上的浅,0
使用感觉还不错，刚用有一些粘球，多打打可能会更好一些。,1
伞看着挺好的。就是伞柄不是很顺滑。买回来发现烂大街了。,1
味道很不错，头发洗了很顺，很光滑。质量真心很好,1
画中画时间就是考试结束,1
非常好的扭扭车。小宝做前面，大人也可以坐后面操控，非常结实的车。非常灵活，挺好玩的。小朋友玩的很开心。,1
钻石会员还给运费，划不来,0
垃圾东西拿出来卖，我无语了。。。。。。,0
垃圾吃起来一股塑料味垃圾见义大家别买,0
用的少，颜色不怎么正,0
真心一般般！声音不大！还有点破响！没有我以前买的硕美科E95好！懒得退！自认倒霉吧！,0
谢谢卖家送的打底裤，质量很好,1
好看 非常不错的衣服 看上去很不错,1
都快过期的，太垃圾的，快过期的食品比原先买的难吃，太干了。五斤浪费。,0
实物跟网上描述的有点不一样,0
说实话做工一般吧，和*的区别不大，买家需慎重啊。还有客服真是差劲，态度一般了，说给退运费，在找她就不搭理你了,0
最失败的一次购物，本来给女儿的生日礼物，提早一个星期买，买了五六天都不发货，找了客服也没人理，今天东西到了，女儿生日都已经过了，郁闷死,0
好几个地方都有锈了，赠品也没有，焊巴明显，手把上也破了个口子，水壶也是烂的，心情糟透了，建议后面的买家慎重。,0
很厚实的杯子，有手感,1
书的大小挺好的，内容也易懂，适合给孩子看，但由于内容删减的太厉害，不太适合给大孩子看。,1
价格不贵，孩子喜欢，很好玩。,1
已经基本不用了，没怎么用，连接处都已经松了，拉绳第二次用连接环就坏了，价格高质量却不怎么样，失败的购买,0
太溥了 质量一般般 买了后悔还好不贵,0
垃圾，坑死了，原装电池用了一个星期就完了,0
飞利浦的都很喜欢！质量都有保障！赞一个！！！,1
为什么没有点火器，和屏风的东西？,0
球质量一般，打了不到十分钟一个球报销,0
京东真棒，第一次在京东购物，神速呀，棒极了，包包很满意！,1
发货太慢，耽误使用，本来答应的发顺丰，最后用的京东配送，商家没信用，本想投诉，大过年的算了！,0
老妈说好用，安装简单，质量不错，火力也够大,1
感觉像假货似的，不好用,0
用了半年来评价心得，开始一个月很准时，每天大概相差1秒，一个月以后就很差劲，一天比一天不准时，至今每天至少相差70秒，我都不戴了，每天都要拨时间。,0
变形严重！！还不如直接铺一个杯子！这哪是床垫子呐…如果说是床褥子变形严重！！至于和床垫子真的没啥关系！！懒得退了，运费太贵，后悔！！！！！劝你们看清在买！！和图片简直就不是一个商品！！,0
办公用，很方便，效果也不错。,1
还没有喝，新希望应该不错。价格好便宜。,1
送货速度很快，但是书的封面竟然被圆珠笔画了！,0
科教版的，不是人教版的，用不上,0
很好涂抹的bb霜，保湿好但是持久度太差了,1
茶叶超级一般，真不如实体店的，谨慎,0
呵呵呵，确实无糖，但不怎么好吃。。。以为是三箱一起的呢，到货了，才知道好少的，就一小箱，估计没有都没有20袋，而且还全碎了。。。失败的一次网购,0
帮同事买的，大牌子，质量好,1
很是不错的东东，好好,1
没看到这，，，，，，，，物品,0
质量还不错，也不会起球，戴起来好看，也很百搭。非常满意,1
还可以，是我想要的，以后继续考虑这家,1
做工很好，带着也很好看,1
没穿几次屁股后面就起毛毛了?,0
这书整体还是不错 对不懂得如何搭配色彩的网页开发人员来说是个好东西！,1
一点儿都不好吃，直接颠覆了我对牛肉的爱。?,0
拿到东西无法使用，已退回换货，怎么就说已完成啊，还让评价，真是的，等换回来再评价吧,0
书的后封皮和书合页最下方磨损利害，封皮有很多轻微划痕。特价又没货又有挨坏，做不起特价就别特价。二星是给价格的。,0
一般。滋滋滋 声 有杂音,0
携带方便，印刷质量不错，很喜欢！人心的黑暗,1
质量非常的差，不是纯棉的，着身感不好，洗了会起球，产生静电，白色的衣服正面图案下方有个线团一样的东西，不敢弄掉，掉了就是一个窟窿，对舒适度有要求的买家，建议大家不要购买。,0
大小合适，穿起来挺好看的，更帅气了。还会再来的,1
店家！你的还要不要脸了！赚昧心钱，货品我就没收到，是我签收的吗？你就完成订单了？京东给你们的权利真大啊，真没*强啊，一锤子买卖,0
很好的东西，比较实惠，质量超好,1
对行动研究感兴趣的老师可以学习一下。,1
拿到的裤子和选的颜色不一样,0
寓意很好，很漂亮，东西不错,1
实在是太差了，我很少给差评的，这次实在受不了了噪音太大了 ，声大点也认了可是还不散热赶感觉不到风,0
很差劲，洗了几次味道还很大，不能用,0
不错，我157，49kg，穿了正好,1
发过来的颜色不对 不是蓝色的,0
无语 在这里竟然不给发表对京东的不满 大家看下面,0
有点贵了，质量还好。,1
太难看了，儿子不看，废品，送得到快,0
先样子挺好看，活动价买的,1
很好，穿起来舒服，样式也很好看,1
东西挺好的！目前很满意！看用用的效果……,1
很好，美观、实惠、方便,1
破相了又咋咯哦咯咯一影魔JOJO,1
希望通过这本书让我走进量化投资的大门。,1
买来送给老婆的，她很喜欢！,1
发错货给我但是等着用房子将就了买的是菱形花纹，实际到货是卡通字母的，客服态度OK。就这样吧，没时间换货了。,0
宝贝很喜欢，比店里便宜很多，质量超级棒,1
贵啊 但很有趣 图个乐,1
质量真不咋地 大面积 起绒,0
不好吃啊，不会再买的,0
质量太差劲了，颜色都掉了，实在不行,0
买了4个，才过三个月就坏了一个，客服说三个月已经过保，不管了。我在想广告上动辄承诺「寿命上万小时」都是扯淡的么,0
穿了两个半月才来评价的，鞋外观看上去还可以，还是户外功能就太差劲了，尤其是防滑和防水性能，雨天根本不能穿，地面积水只要超过橡胶底的高度水就进到里面了，不是渗进去而是流进去，鞋面材料透水性也太好了。,0
还不错的说 挺柔软的,1
非常好，实用，不占地方,1
还不错，送到家，我就柒了一代，口感不错,1
裤子与图片有点不太一样，有色差，而且裤子的面料有味道，勉强给两星吧,0
看那一抹明黄，夜间安全。,1
款式非常高档，很喜欢，值得购买，,1
这个标签放在这里，裁掉有两个洞，不裁掉又太丑！不懂这是为什么有这玩意还是铁做的标签,0
东西还是不错的，京东还是比较值得信赖的！,1
不好用，韵染的到处都是,0
价格也公道，谢谢啦~~~,1
没有螺丝，无法安装，已经退货了。,0
其实我想给零颗星，颜色偏差太大，衣服版型完全和图片不同，客服非常不负责任，开始总是说的很好，衣服夸的很好，但后期沟通退货就敷衍了事，面料特别薄，根本不值做工也很差劲，，，卖50都贵,0
式样挺好，做工不是很好,1
用一个塑料袋包着，还没包好，都是会，一股很大的味道。像是在仓库里面积压了好几年。不值这个价。,0
经历了一次换货（换颜色），红帽终于到手，试戴了下很舒服。,1
买过几回了服务很不错还看中了几本下次继续买,1
垃圾，是Dvd转过来的,0
不理想，有味道，和图片差别距大,0
量没有小时候多，但味道依旧好，客服很热情，好评,1
质量很差。放着都起霉了。,0
还不错。包装略有破损。,1
还没用，感觉好便宜，真是太值了,1
很差，才用几天外面一层已经掉了一块,0
包收到了。很漂亮 太惊喜了 做工质量没的说 包包做工精心 包的手感也很好 没想到这么便宜的价格买到这么好的包。客服服务也很好 上网购物N次了 这次是最满意的一次!!!,1
还好！穿着挺舒服的！送的也快,1
超级差差差差差差差差差差差差…,0
总体来说性价比还可以，面料感觉一般，比一起的另一款差些。尺码好像偏大一些。,1
码数太小3不足码，紧紧贴在身上,1
都挺好，玩着很给力，就是物流超慢,1
配送员服务差，烧水慢而且是不锈铁的！,0
垃圾产品，垃圾中的战斗机，可以这样形容，简直无法相信,0
上当了。。。什么也不必,0
不喜欢这类变奏的乐曲，版本还是很好的，强过引进版，,0
还可以，好用，就是物流有点慢,1
我很喜欢，祝本店生意兴隆,1
东西很好！包装也严实！,1
快递太慢了！！！！！,0
很有差距啊。伤心了。。,0
说开光的，不知道真假的,0
自己就一直用的，很喜欢！帮身边的朋友也买了好几次了，不错！还会支持！,1
物流就不能对我的书好点吗？！都卷了,0
物流真特马慢，买个衣服几分钟的事，可是物流在路上就跑了半个月，以后再也不在这店里买了。,0
送货服务超级差，根本没有送货到家门口。,0
太慢了，等了那么多天,0
说真心话，因为有***减***的券才买的，用了券还是***多一条，跟超市***的一个样，对不起这个价格，都是原价抬高了，再用券还吸引人，坚决没下次了，不诚信的商家。,0
裤子不错，衣服感觉不怎么样,1
物流倒是可以，就是实物与商品图片相差太多，现在有点后悔购买了。,0
简单易装，质量很好，不用担心有蚊子了,1
宝贝质量很好 价格也很便宜 满意的一次购物,1
大小合适。也很舒适。面料柔和。,1
袜子质量不错，面料很好，是纯棉的，防臭吸汗，很满意！,1
妈的！当时卖的时候看的好好的不是智能的！怎么发一个智能的！！,0
拿到货后居然是个坏的，不过能将就将就,0
老板估计比较忙，价格挺公道 而且还包邮。态度一般，书还可以，封面不一样和图片。申请了退款才发的货，准确来说是60多个小时以后才发的货，物流还算及时。,1
东西买大了，不好用,0
好东西，值得购买好东西，值得购买,1
鼠标漏电？给我说是我电脑的问题。你当我是没玩过电脑的傻子？,0
邓贤很久没写书了，本以为这本书是纪实性的文章，没想到通篇都是作者的YY，真的是太失望了！,0
烂鞋，才穿一个礼拜就开始掉皮了！,0
"很好,不错的床垫,不过就是气味有点大!过了好几天,气味才少了一点!总体说来是不错的!",1
鞋子已收到，鞋子的质量很不错，款式漂亮，非常喜欢,1
质量不行，买了四个用了两了，没放重东西，包全烂了,0
快递员 太不给力了 东西到了 电话的没有打一个给我 还要我打电话过去问,0
结婚使用的，感觉挺好的，但是被自己买大了，想说的是压根就没有赠送的头饰！！！！,1
别人推荐看的，据说很好,1
非常棒非常棒！！！！！！！！！！漂亮，配送给力!,1
"质量款式都很好,重要的是店家人非常非常好,值得我们信赖!!顶!!",1
太慢了。 物流。 商家也有问题,0
东西很好用，也算牢固吧！很喜欢哦！,1
节能环保，外表有特色！,1
味道有点大，吸盘吸力一般，将就这用吧。,0
买的套装，不错的装逼神器！,1
我定单下的180/收到的是175/，这么小，还要我再付邮费才能换货？你的失误为何让我买单！！！,0
这个根本没有收到，可能卖家漏发了,0
二手书，有笔记，有签名。只有9成新。对京东好失望！,0
好穿！就感觉有点怀旧！,1
东西很不错要是围栏高点更好,1
包装不严，镜面不干净。不知道买镜头的赠品是否可以换货？,0
不错，感觉很有意思，小孩耶非常喜欢,1
紫砂杯与描述完全一样。礼盒包装精美,1
我都无力吐槽，比别家店卖的贵就不说了，线还那么差，上面说的100米，发来只有50米。什么商家？京东真让我失望。,0
完全没有用，和送的完全没有区别,0
手表会进水，看还是好看！,0
喜欢她文字的人可以买大陆版的看看，但参考价值不高，像我这样想学两手厨艺的人，对书内简单的堆砌图片，加一些网络微博杂感的拼贴，实在百无一用。,0
劳伦斯·布洛克大师。,1
刚到，很用不来，求教,0
买了好久才来评价，不知道是不是正品，还挺好的,1
快递员n暴力了 把我的包裹都拆开了 都到了快一星期了 还没有送到 卖家很好 已经买了第二次了,0
我6月份拍，保质期三到六月的，嘻嘻，?逼卖家,0
试了一下，配合在京东买的刷子，除灰效果明显,0
送的太慢了。还太大了,0
买了屏幕松动，直接退了！相机感觉还不错，希望富士以后品控要做好；京东售后服务很好，退货速度和送货速度一样快，值得表扬，以后还会继续在京东买东西。,0
一般，建议不买，*贵了。线口会出毛。,0
很好哦！而且携带方便！,1
手表还行，对得起这个价格，京东的快递还是挺给力的。,1
号偏小四个号，我买的39的，结果给我妈妈36的脚穿的挺合适。,1
颜色很正，皮质也很软，很好看，粉粉的，喜欢,1
万象随笔，不乏真知灼见，情与性，说不尽的话题，总有那么一点暧昧和温暖。,1
宝贝收到好几天了穿了才评价。感觉很合适~质量也很好,1
质量一般，与价格不能相等。,0
此书感觉一般，答案不详细，不建议购买,0
买了27双袜子，只发了20双，说补发，半个月了都没收到,0
你们都是王八蛋，太太坏了，太无良心啊，,0
材质与质量都非常满意,1
